,species,seizure,early,electrodeNum,meanCorr,mean,varVar,meanVar,delta,theta,alpha,beta,lowGamma,highGamma
Dog_3/Dog_3_interictal_segment_2908.mat,1.0,0.0,0.0,16.0,-0.06058353580698553,-6.863953849745033e-16,6547.575963048804,167.1585518483709,7043.489990624998,4352.8015531249985,3455.1078031249995,28227.824176562506,88974.69053125,141960.47208593742
Dog_2/Dog_2_interictal_segment_0413.mat,1.0,0.0,0.0,16.0,-0.04572519500395578,-2.34212649274923e-14,46596057.78562356,7580.90914552005,181143.00278125,166116.91215624998,143053.10090624998,509708.608453125,956899.2034375002,3658662.9042968764
Patient_2/Patient_2_interictal_segment_1794.mat,0.0,0.0,0.0,16.0,0.9358121950680152,2.521119313314556e-13,263742784.91195172,13580.938805758635,309218.7167152095,297902.7202652096,307228.52011520945,1488205.6153184408,2401361.9913020963,5133332.593968276
Patient_4/Patient_4_interictal_segment_0161.mat,0.0,0.0,0.0,72.0,0.3205529141146499,-2.907957726468643e-13,23386977.99294538,4830.2189785184755,1275190.1051057393,1254023.5276501835,1349650.3323501828,6941814.588736927,12123056.672624052,21262440.882485725
Patient_7/Patient_7_interictal_segment_2762.mat,0.0,0.0,0.0,36.0,0.1936018659604046,1.155260381185346e-12,41614765.69946214,7481.172136930705,545266.4008330398,497596.73578859685,492924.35987748596,2004264.60170426,4747143.062830493,15350298.23507549
Patient_2/Patient_2_interictal_segment_0765.mat,0.0,0.0,0.0,16.0,0.9087622176531271,-6.139089236967271e-14,2266143.2087392593,3160.1452685411987,148354.06245165368,162290.602426654,171070.16927665408,966218.2401324463,2229105.9552915473,9177455.858220546
Patient_6/Patient_6_interictal_segment_1942.mat,0.0,0.0,0.0,30.0,0.24496985995147785,-1.8740820451057522e-13,4727046.401031565,2825.5108837074085,464818.7833270938,500365.9937004272,585101.1028737606,3290854.3599719233,7107793.382177607,17255900.712521747
Patient_6/Patient_6_interictal_segment_1708.mat,0.0,0.0,0.0,30.0,0.4538100883860754,3.87075639688798e-13,15685295.05663036,4070.7265335987267,346362.1963826351,354370.74647596845,351492.3586893017,1846569.8528618591,4147093.779279686,12441904.868435808
Patient_2/Patient_2_interictal_segment_1891.mat,0.0,0.0,0.0,16.0,0.6219743943046957,2.4356268113478986e-13,115453.62267087649,673.0694495549152,9392.742208919826,9531.943058919853,11595.847508919891,39719.49226513987,212421.1134392056,424408.92267030256
Patient_8/Patient_8_ictal_segment_0084.mat,0.0,1.0,0.0,16.0,0.17660116057595662,6.332811608444899e-13,3981170111.3721,45315.81056637078,4558119.832928549,4611934.252628547,4582460.250753547,20020124.68721596,46442605.05313545,86078077.84584738
Patient_5/Patient_5_interictal_segment_1286.mat,0.0,0.0,0.0,64.0,0.1426218936752814,2.700190293580817e-13,164825520.08586285,8203.234218046113,520488.6403231529,536245.5288731531,536660.1287106529,2525552.3659604345,6646094.320168999,26090500.01504279
Patient_8/Patient_8_interictal_segment_1420.mat,0.0,0.0,0.0,16.0,0.9382783875108176,-1.074477040674537e-12,773347590.672347,173312.06233199374,2067801.4559731327,6706518.920698135,10541956.238798136,64558515.89075412,106305587.50335623,219214542.68311107
Dog_3/Dog_3_interictal_segment_1957.mat,1.0,0.0,0.0,16.0,-0.059727041258528735,9.667266986923546e-16,110926.13519821515,444.9764179981203,16142.7615328125,24566.045282812494,16896.228720312498,70809.64064765626,290125.6440781249,356753.36433984345
Dog_4/Dog_4_interictal_segment_2274.mat,1.0,0.0,0.0,16.0,-0.06324094195370435,8.80920336676638e-15,71920.12728210974,538.3289136904762,16852.743028125,18472.330215625,8627.392715625,79106.2061265625,204441.95559375,456998.21452343743
Dog_4/Dog_4_interictal_segment_0802.mat,1.0,0.0,0.0,16.0,-0.05026057638141447,1.3263834475196748e-14,131747186.48844321,8992.187760025065,34066.115290625,31410.374353125004,48536.086228125,599728.5080265624,4989747.49353125,6489484.129710935
Patient_7/Patient_7_interictal_segment_3129.mat,0.0,0.0,0.0,36.0,0.18268489550524386,-1.2489181244745848e-12,115208126.58322152,9383.948735321506,638497.4600716382,607320.5815049722,510247.00974941853,2199468.104811277,5940468.434360834,16222326.87985897
Patient_8/Patient_8_interictal_segment_0649.mat,0.0,0.0,0.0,16.0,0.14038494336496166,-7.26504367776215e-13,6603608.207552379,1917.6990796259272,62582.69986903914,63586.59046903928,62240.246569039344,293706.13141067873,602951.786590395,2092799.0145485532
Patient_6/Patient_6_interictal_segment_2305.mat,0.0,0.0,0.0,30.0,0.23940769037647255,-1.213497095401787e-13,4392392.130076615,2660.824843140624,111710.27062925881,110333.03680259213,109236.43710925881,542407.0452649982,1553946.778465924,5766606.871671295
Patient_6/Patient_6_ictal_segment_0178.mat,0.0,1.0,1.0,30.0,0.2489202144713349,2.366929644873987e-13,986027393.0920463,17834.289791803705,2430321.062625621,2417196.5378389545,2426168.980052288,10769877.71464863,22955349.75164289,64083828.67691792
Patient_6/Patient_6_interictal_segment_1643.mat,0.0,0.0,0.0,30.0,0.26932521906760604,5.37331790913716e-13,516943150.6349562,14310.05014779757,1059257.6053399593,1057934.1572199594,1066743.177606626,4878777.256643151,11282646.459132928,31733442.651208874
Dog_3/Dog_3_interictal_segment_1946.mat,1.0,0.0,0.0,16.0,-0.06399410968045785,4.4653170050423795e-15,39276.238991931365,427.5771769266916,24265.6350265625,17710.9119015625,9084.8840890625,77042.39871328125,151374.673703125,496450.2824492187
Dog_1/Dog_1_interictal_segment_0214.mat,1.0,0.0,0.0,16.0,-0.06258818549907516,-3.679556659363925e-15,706650.4755046294,1682.8693452380944,55355.91464062498,69782.470890625,68087.28151562501,454066.4411953124,934475.97859375,1953955.784804688
Dog_2/Dog_2_interictal_segment_0124.mat,1.0,0.0,0.0,16.0,-0.039212558990129695,7.202571872255705e-15,6288773.571311299,2862.630432722432,28696.62089531249,25515.914957812503,25646.57620781249,75624.95824765624,115530.237078125,161792.97040234375
Patient_7/Patient_7_interictal_segment_2972.mat,0.0,0.0,0.0,36.0,0.12180285632644815,-1.0148595544181818e-13,33803988.293931365,6348.470441514968,808965.6651385253,731119.1884718586,709854.4678274142,3445036.184767807,6443438.975851918,13909493.17766499
Patient_5/Patient_5_interictal_segment_2378.mat,0.0,0.0,0.0,64.0,0.15833920326018247,-1.6949286418821447e-13,444843588.11096066,11394.680164248464,552426.1241673076,548814.2003423076,546358.8753860573,2422173.514971632,5543037.378679328,13400844.64971347
Patient_3/Patient_3_interictal_segment_0310.mat,0.0,0.0,0.0,55.0,0.1224436232331056,-3.0958641549328946e-13,5803965.8766949875,1645.0627896292042,114951.85253790875,120413.41855245418,122790.52458518164,582603.0553605885,1487860.451997288,4903484.045376265
Patient_7/Patient_7_interictal_segment_1189.mat,0.0,0.0,0.0,36.0,0.0902965622815066,3.813814449434477e-13,248786058.05634788,11708.622151774794,1062712.775141195,952475.534452304,911681.5150745248,3828132.8951575696,8992909.876434099,26260849.91120492
Patient_7/Patient_7_interictal_segment_0208.mat,0.0,0.0,0.0,36.0,0.11185066427122868,5.78343101804219e-14,77688150.78376862,7001.487352721659,609643.3026003647,549988.5914114758,557019.7892336982,2272567.932073864,4676964.988559202,9865988.0940378
Patient_7/Patient_7_interictal_segment_0175.mat,0.0,0.0,0.0,36.0,0.05959388759997562,-2.597516868263483e-13,56176808.04390395,8947.49050148583,539418.6448012362,538014.2616123472,539643.6046123471,2669401.639116674,6745871.3749012565,14979499.98482293
Patient_7/Patient_7_interictal_segment_0969.mat,0.0,0.0,0.0,36.0,0.2484949318527141,-2.360239806067611e-13,519082967.8636848,21782.78218769089,2297325.1091729715,2165224.830006305,1725465.2321840818,6342231.554250584,21702923.27738528,56098455.05077341
Dog_3/Dog_3_interictal_segment_2011.mat,1.0,0.0,0.0,16.0,-0.028340201560450508,1.050548537051555e-15,655526.2833182431,738.0419407894735,19401.673665625,26844.537103125003,25713.599603125,80025.7616515625,186777.08415625,263313.73471093754
Patient_7/Patient_7_interictal_segment_0896.mat,0.0,0.0,0.0,36.0,0.1094153637240961,-4.78596323066287e-14,193685157.8235208,13024.935717326789,1006106.6569411894,981505.1268634106,965488.2499856312,4473758.928746449,10577939.871122995,31164741.27482709
Patient_6/Patient_6_interictal_segment_2266.mat,0.0,0.0,0.0,30.0,0.1822238156774636,-3.0421574592764975e-13,58727331.65259917,4693.365408451011,338341.75984518346,357954.37399185024,357036.9247251835,1749335.0823633259,3960637.562838503,10065207.176282538
Patient_8/Patient_8_interictal_segment_1312.mat,0.0,0.0,0.0,16.0,0.15786903021240115,-4.479716153582557e-13,491905664.8033693,7492.633443633719,332922.3006437577,311104.2056437578,261728.0476437581,676560.0312969142,700072.4163376078,4824663.775053447
Patient_6/Patient_6_ictal_segment_0021.mat,0.0,1.0,0.0,30.0,0.1262971731234348,-6.666838695916032e-13,260805870.4646909,15117.550142923274,1596751.8348076763,1509609.8136076762,1437491.7988476763,5716102.978014545,9993634.744023437,17522929.371391155
Dog_3/Dog_3_interictal_segment_3792.mat,1.0,0.0,0.0,16.0,-0.05661216735339501,-4.760081218080358e-16,31852.81334642709,337.46738408521304,8826.422240625001,10389.690053125,8248.681615625,54483.793989062484,75840.43865625,258671.3123984376
Patient_6/Patient_6_interictal_segment_0109.mat,0.0,0.0,0.0,30.0,0.11459093648576707,6.566028787347022e-13,58539181.92822108,7031.254060580122,510272.19810295524,504096.4937429553,497252.43334295537,2290158.4721833,4416435.435176222,10571944.181884613
Patient_2/Patient_2_interictal_segment_2137.mat,0.0,0.0,0.0,16.0,0.34881138456994176,-1.0714302334235986e-12,858597.9547972145,1089.8636240648118,49346.65875172052,50889.45970172023,52068.64420172,216482.55468274065,435332.75256720674,1014088.6236723191
Dog_2/Dog_2_interictal_segment_0697.mat,1.0,0.0,0.0,16.0,-0.05228981214033414,-4.4353409833775e-15,19742023.46547208,7666.888388157893,93021.441540625,53004.705603125,63020.31310312499,415465.4191203125,1433694.85915625,5250016.117992185
Dog_3/Dog_3_interictal_segment_1970.mat,1.0,0.0,0.0,16.0,-0.05720881367212436,1.5254464358349653e-15,14796.838554268017,207.95313870614038,19101.816164062497,5515.035539062501,7841.071164062499,56731.31414453125,87962.299140625,168880.34998046886
Patient_2/Patient_2_interictal_segment_0239.mat,0.0,0.0,0.0,16.0,0.3210580703147701,-6.416485121008016e-14,563275.7055754199,1081.049029168333,86076.26597760836,68906.52272760858,65069.30980260866,235230.5241617398,598126.925476086,2446823.04097172
Patient_5/Patient_5_interictal_segment_1149.mat,0.0,0.0,0.0,64.0,0.25464656934153945,8.476064294882254e-14,35413742.76613315,7092.2794288607565,1571675.7152541112,1578593.760454111,1608664.7727666106,7903579.1356059965,17374537.59144109,52803404.94903807
Patient_2/Patient_2_interictal_segment_2824.mat,0.0,0.0,0.0,16.0,0.3398619103726713,7.297785487025978e-13,41772.57893607288,573.0152249549894,25899.637217022144,23499.339592022072,25486.004742022145,80235.27083909855,109370.900045208,565494.4150805229
Patient_6/Patient_6_interictal_segment_1477.mat,0.0,0.0,0.0,30.0,0.4151174231806916,2.6107045414391853e-14,467814234.28675145,14133.790157011406,741969.7073972692,735428.2568639361,738842.905503936,3299421.714221045,7324842.157346028,21989476.32465158
Dog_3/Dog_3_interictal_segment_0548.mat,1.0,0.0,0.0,16.0,-0.05355745713152572,1.7841284005726262e-15,13483.89309305686,184.99016290726817,15530.799724999995,10704.148474999998,5313.310975,14140.4012625,49320.73349999999,186705.93243750007
Patient_6/Patient_6_interictal_segment_2053.mat,0.0,0.0,0.0,30.0,0.21993586681096872,3.524110070429742e-13,13121176.832767855,3067.344146870707,518182.0716439243,509619.8400439242,464618.28949725773,1927657.65589766,4249055.329159246,9385230.12962794
Patient_2/Patient_2_interictal_segment_2472.mat,0.0,0.0,0.0,16.0,0.29088016563916474,-7.172729965532198e-13,42528823.32712684,4191.29047125177,134726.3244762088,140669.1233012088,140049.32557620874,675098.6305429392,1450216.6867370862,5270529.1583457235
Patient_2/Patient_2_interictal_segment_0831.mat,0.0,0.0,0.0,16.0,0.13311269849460036,2.5102053768932816e-14,533344.1165911767,920.7280982771573,16985.236981609884,16274.180181609863,15821.251406609746,62499.92051724383,142991.14454109862,453145.73299427226
Patient_5/Patient_5_interictal_segment_0811.mat,0.0,0.0,0.0,64.0,0.14781917310336054,7.717730454714911e-13,153157983.72254533,10026.353915656884,1094145.1420940512,1235081.2021128,1315891.0470377994,5553932.472126349,15044553.542984175,76369709.99250138
Patient_6/Patient_6_interictal_segment_0591.mat,0.0,0.0,0.0,30.0,0.5830215072639168,1.0400981409475208e-13,256535976.10576484,9340.20084939656,2469858.5610648114,2574278.7199848117,2542664.4449048107,11722833.29171165,26776492.59378144,68555032.10701565
Patient_2/Patient_2_interictal_segment_0565.mat,0.0,0.0,0.0,16.0,0.5853794346379373,3.043805207880724e-14,667253.4955623389,1082.4192088417676,44870.31024929996,77482.16717430021,80267.56714930027,217737.10504685066,1297442.7331680043,1449922.594305756
Patient_8/Patient_8_interictal_segment_0601.mat,0.0,0.0,0.0,16.0,0.15031194874289294,-8.455572242382914e-13,39657484.78560697,5996.212337302475,175756.2710789615,193055.67552896126,234033.93227896089,1411368.5360553209,2643725.8148895684,12169342.275771182
Dog_3/Dog_3_interictal_segment_3601.mat,1.0,0.0,0.0,16.0,-0.06116231793509305,4.182210133762964e-15,20637.13656368229,233.5222713032581,5674.136300000001,6512.141299999998,5590.876299999999,17084.663350000006,75512.40299999999,188155.50575000007
Dog_3/Dog_3_interictal_segment_2078.mat,1.0,0.0,0.0,16.0,-0.04356541758526085,-2.724764858186291e-15,146379.10684395098,491.33264763471146,7268.609351562498,16100.829039062495,26141.55966406249,145523.81926953126,247122.64820312487,290114.69935546874
Patient_7/Patient_7_interictal_segment_1841.mat,0.0,0.0,0.0,36.0,0.2545478650176198,-5.25122029810316e-13,85952397.60463373,10270.593041540567,807061.6047657088,996317.463887932,1005503.324787932,4244483.591601246,5109808.48401261,24781028.593823645
Patient_3/Patient_3_interictal_segment_0616.mat,0.0,0.0,0.0,55.0,0.14252461395629182,4.763883639084684e-13,4612682.54633852,1491.096009162555,164255.36867110466,163861.59023837734,157155.80099110486,660598.8160745208,1431475.1568092485,3404894.170237212
Patient_7/Patient_7_interictal_segment_2440.mat,0.0,0.0,0.0,36.0,0.1192468391856096,1.0618855918033257e-13,104152509.85407808,12049.096225481766,1154661.8557160152,1069959.1081049035,998930.405993792,4219057.211960952,10356069.89466014,31353353.66538483
Dog_1/Dog_1_interictal_segment_0416.mat,1.0,0.0,0.0,16.0,-0.05893499255583204,6.693257059708912e-16,13.953783066878865,9.253213110902255,239.6633828125,229.6555703125,215.2511953125,1031.37537890625,3176.2132031249994,7244.168183593748
Dog_3/Dog_3_interictal_segment_0326.mat,1.0,0.0,0.0,16.0,-0.06432462936543523,9.739431483524187e-16,14940.29127122794,266.0959320175438,9778.7203125,7353.2053125,7610.201562499998,44656.79828125,76848.295,261793.92984375003
Dog_4/Dog_4_interictal_segment_1495.mat,1.0,0.0,0.0,16.0,-0.0623700425836527,-5.107303469031875e-15,72103.5369397009,478.56071741854635,18828.9634375,22341.7340625,20460.627187499995,91100.10328125,146396.63,457213.5385937501
Dog_3/Dog_3_interictal_segment_3499.mat,1.0,0.0,0.0,16.0,-0.054592597790429714,-2.5097979250432456e-16,132281.52060436428,554.7746279761905,7184.760999999999,13432.24975,18058.07475,42006.56449999999,127981.6075,395447.10249999975
Patient_2/Patient_2_interictal_segment_0764.mat,0.0,0.0,0.0,16.0,0.6571378147878679,-4.0722625271882855e-13,491355.7616721407,1762.533425337565,197490.83725889208,189410.31425889203,165079.81598389192,753828.8405525142,1169040.155463916,2511481.865957017
Patient_2/Patient_2_interictal_segment_0113.mat,0.0,0.0,0.0,16.0,0.28311302935471794,3.734385245479643e-13,1098565.6879329814,1161.1029904755933,205765.67956544796,198532.9447154479,209124.69701544804,840980.8853445159,1789194.6578294812,3528248.7743498413
Patient_6/Patient_6_interictal_segment_1738.mat,0.0,0.0,0.0,30.0,0.21296199764605508,4.0064302690249575e-13,189268237.0557375,11068.67800254585,174482.5039104537,160032.63211045382,161898.89825712045,754723.0068570421,1661035.4854912043,4848704.036330812
Dog_2/Dog_2_interictal_segment_0859.mat,1.0,0.0,0.0,16.0,-0.055164989156571864,-5.7748250625877526e-15,19913699.865571864,7219.702355106516,152082.07880625,194641.38318125,245783.23193125,792489.5774406248,1366406.0155624996,10987688.026234372
Dog_3/Dog_3_interictal_segment_0001.mat,1.0,0.0,0.0,16.0,-0.06349537040091363,-8.4154905266587e-16,126469.13910917025,667.4543659931078,107863.2026453125,73298.1926453125,27654.820457812497,149986.51752890626,402717.503015625,536789.0033710939
Patient_3/Patient_3_interictal_segment_0209.mat,0.0,0.0,0.0,55.0,0.10101033286155878,3.122768661838068e-13,9502722325.41542,20385.751558831093,203749.45302290094,208002.43519017345,213749.99115380968,1012171.6743648686,2793413.8172289957,6543665.534938856
Dog_3/Dog_3_interictal_segment_2727.mat,1.0,0.0,0.0,16.0,-0.034198403102441835,-8.299472220585356e-15,127723.35720974833,462.6206183427318,7798.9786515625,10373.4305265625,10498.912089062498,28008.528932031244,175422.421515625,378888.3847929686
Dog_3/Dog_3_interictal_segment_0122.mat,1.0,0.0,0.0,16.0,-0.0522798060506537,-3.463895836830489e-16,41601.85046153042,275.10533129699246,22352.8564625,6782.2289624999985,6518.7902125,32790.220643750006,122405.0865,278267.1761562501
Patient_6/Patient_6_interictal_segment_0218.mat,0.0,0.0,0.0,30.0,0.11375640557562025,2.35941115533933e-13,52661539.220893,5468.936879170489,316240.9062648958,324970.4429315625,329987.1676515625,1463916.4311053646,3270052.965768959,10165421.012411304
Dog_3/Dog_3_interictal_segment_2524.mat,1.0,0.0,0.0,16.0,-0.040800261205939284,-2.0988766280538578e-15,110279.2674160628,335.5763839285713,8028.664840625,6058.752965625,5030.610465624999,47442.1130328125,79942.98996875,412967.9787421873
Patient_6/Patient_6_interictal_segment_0645.mat,0.0,0.0,0.0,30.0,0.14022209056699386,1.6745408023174e-13,22864510.29995677,4985.257230931504,196783.1154589649,202966.94081896497,194067.19849896495,870168.3655853426,1908762.5961629846,6144269.493208206
Patient_8/Patient_8_interictal_segment_1090.mat,0.0,0.0,0.0,16.0,0.09436499076283768,-2.3740312826703304e-12,82356944.06071572,8572.01903413683,401519.90705704154,381344.604157041,362439.57820704073,1564766.2330566822,3474937.1314204033,13582532.014418658
Patient_2/Patient_2_interictal_segment_1107.mat,0.0,0.0,0.0,16.0,0.6253257341976121,-1.5188561519607899e-12,221707.2814081068,1879.9830686737366,23198.218495076635,21497.575545076896,19253.14769507728,74937.19887785033,161932.7787007938,1054572.4849648087
Dog_3/Dog_3_interictal_segment_2190.mat,1.0,0.0,0.0,16.0,-0.06174084410175015,-3.0447866450344935e-16,8061.573155651722,223.9427874373434,5837.91828125,17755.21078125,7281.173906249997,41204.343203125,109411.46343749996,179501.58367187507
Patient_5/Patient_5_interictal_segment_1538.mat,0.0,0.0,0.0,64.0,0.18660226319224849,-9.871868655864095e-13,1418463352.06821,23599.466270853525,5050719.868925403,5000816.3765504025,4813659.094075401,23427717.25501746,44172797.49888535,77721671.61937027
Dog_2/Dog_2_ictal_segment_0009.mat,1.0,1.0,1.0,16.0,-0.004655022648456321,-3.3986702341337597e-15,76596207.79601474,7471.6252737312025,127857.08140781253,53321.8995328125,68218.78703281251,1127802.1216476562,2308140.489703125,6712351.547152342
Patient_7/Patient_7_interictal_segment_0664.mat,0.0,0.0,0.0,36.0,0.1651074169522243,-2.8760243569397276e-13,104875189.82872409,15643.295851195791,843289.7518849683,790702.0286071913,766757.9214960806,3262273.319899036,7110411.043271937,19260540.80039788
Patient_3/Patient_3_interictal_segment_0101.mat,0.0,0.0,0.0,55.0,0.18229798551899504,4.3071850086562346e-13,1906618.64221672,1782.5969812929854,472655.03432363283,475543.1537272693,448946.1795672692,1938379.109154533,3641511.8137708833,7532622.585848995
Dog_2/Dog_2_interictal_segment_0584.mat,1.0,0.0,0.0,16.0,-0.05720259925986841,-1.944971961265196e-15,26136360.355389066,8132.368156328323,44449.589465625,26527.066653125,44266.37290312501,455419.0169703125,2174061.89996875,7240068.940617188
Dog_3/Dog_3_ictal_segment_0441.mat,1.0,1.0,1.0,16.0,-0.06297376330660846,2.8224644843533034e-15,14507.933851202002,287.7022748276942,11575.0779328125,12226.835745312495,11181.1369953125,32367.16804140625,63230.826828125,390903.234871094
Patient_8/Patient_8_interictal_segment_0344.mat,0.0,0.0,0.0,16.0,0.9709129267570624,-9.131895239988807e-15,17175617.031138767,2871.593826670337,92430.04037058004,232247.27929558003,323971.3001205801,1200514.8199926107,1510544.1728557998,4325334.336615951
Dog_4/Dog_4_interictal_segment_2333.mat,1.0,0.0,0.0,16.0,-0.05454020543446034,3.819167204710538e-15,218702.46982527946,672.8247082550123,20533.6260515625,15787.306051562498,18124.180114062496,80828.90723203126,199410.750203125,562748.8957929687
Patient_8/Patient_8_interictal_segment_1463.mat,0.0,0.0,0.0,16.0,0.2537203533451323,-1.2882992450613523e-12,93409169.35899982,7040.58737598269,109252.33581812645,167170.556868125,221786.96186812405,855031.1203065616,2062403.706456252,11983565.809798408
Patient_2/Patient_2_interictal_segment_1389.mat,0.0,0.0,0.0,16.0,0.8979543179298642,-1.1237261787755414e-12,3149110.220453561,5420.230921931908,29227.909563849928,34020.526938850184,37333.11483885037,159291.2513123264,630568.5400885112,1957362.9012559224
Dog_3/Dog_3_interictal_segment_3300.mat,1.0,0.0,0.0,16.0,-0.05955034298152699,-2.711997293403101e-15,202778.79670410336,552.2434844924811,64549.58001562499,28083.169390625,25552.969078125,78498.2363203125,100982.75578125,815033.5010546873
Patient_5/Patient_5_interictal_segment_1648.mat,0.0,0.0,0.0,64.0,0.186321207709566,4.170139789039239e-13,357168147.25811166,14625.500412134914,2202852.2150457664,2414367.500295771,2350541.635845771,10403599.26108098,23455443.231470324,73226472.55380943
Patient_6/Patient_6_interictal_segment_1653.mat,0.0,0.0,0.0,30.0,0.3254365692580008,5.427125415735643e-13,30547540.47755717,5360.8313897659555,70883.45324748808,71205.81939415469,70213.35328748805,336297.7003670297,846491.6056215471,2055973.1974459155
Patient_3/Patient_3_ictal_segment_0213.mat,0.0,1.0,0.0,55.0,0.12477491748402765,-7.671968143602668e-13,14349315.080595002,3838.6456464631237,1077598.583429024,1063950.8693417516,1005238.2428835706,4135167.642037893,7143918.8962903,19913280.37106204
Patient_2/Patient_2_interictal_segment_0706.mat,0.0,0.0,0.0,16.0,0.2452901186709807,1.5852492651902128e-13,2972604.287161665,1229.2906772229455,22164.01427157052,30968.819921570484,31767.93094657061,105804.62545956852,193440.13536570812,1134275.1979306675
Dog_3/Dog_3_interictal_segment_4282.mat,1.0,0.0,0.0,16.0,-0.06119494044548776,1.853517339611699e-15,29219.173941421715,307.735272947995,13963.201526562498,3052.414651562499,6099.210276562499,31910.881244531247,169022.47214062494,208193.4610429687
Dog_4/Dog_4_ictal_segment_0130.mat,1.0,1.0,0.0,16.0,-0.05628791677429041,-6.014355680150629e-15,1515516307.5144765,66433.78980419801,2700577.7980750003,2461361.299325,2696315.708075,9260051.4313375,24411822.129500005,71813184.5120625
Dog_3/Dog_3_interictal_segment_2070.mat,1.0,0.0,0.0,16.0,-0.04642353360013248,-7.011058400507865e-15,84490.48606500342,451.88666901629057,9192.16618125,9120.21180625,17776.20805625,50506.96406562499,155642.6480625,442533.69435937493
Patient_8/Patient_8_interictal_segment_0937.mat,0.0,0.0,0.0,16.0,0.14395423479841415,6.270056474022566e-13,1766753.0994452797,2262.824481261269,142996.90666190145,148394.72941190162,153543.0780119016,776333.6372910588,1743819.4646190102,4077349.606764751
Dog_4/Dog_4_interictal_segment_2035.mat,1.0,0.0,0.0,16.0,-0.06372081735089499,4.507227924221979e-15,77361.99396632178,667.1614747807017,17824.311265625,15903.834078125,18508.731265625,81709.93163281251,281071.71421875,715939.4301171872
Patient_2/Patient_2_interictal_segment_2097.mat,0.0,0.0,0.0,16.0,0.2692660510456369,-7.083599484758453e-13,603789.7923079262,844.9715057486412,30655.8790011282,29704.156726128214,32359.13730112812,180611.13129257518,261198.88206128284,400897.1162935573
Dog_3/Dog_3_interictal_segment_4085.mat,1.0,0.0,0.0,16.0,-0.050522552159182665,-2.562949852347173e-15,52570.13037034342,365.9244302161654,8687.8626640625,12037.5426640625,11340.7695390625,38071.50198828125,86172.24257812503,525880.3288867187
Patient_5/Patient_5_ictal_segment_0113.mat,0.0,1.0,0.0,64.0,0.2755743149428611,-3.860883168727013e-13,25219828.18790006,5328.405832997858,647429.411361845,644526.2293368446,699103.9799368439,3337159.680553298,5766599.745093478,14170140.297763258
Dog_3/Dog_3_interictal_segment_3308.mat,1.0,0.0,0.0,16.0,-0.04866009141138759,-1.1673995103933524e-15,594728.440698913,816.2645570958646,13445.154770312498,11996.7878953125,19237.5447703125,113309.26912265625,144851.868640625,1061481.0925898436
Patient_7/Patient_7_interictal_segment_0466.mat,0.0,0.0,0.0,36.0,0.12186917169842768,-5.820766091346735e-14,358101397.0716555,18735.445614995217,1183205.3030677305,1176420.2783121741,1162060.7457788417,5182720.76757701,11262546.625255065,28319168.09213487
Dog_2/Dog_2_interictal_segment_0594.mat,1.0,0.0,0.0,16.0,-0.05180680362535664,4.3996924159461814e-16,13637292.000763465,5932.593352913534,356130.8376781249,232717.48174062496,200495.14642812492,245896.6854890625,867431.4249062499,5248133.701460939
Patient_7/Patient_7_ictal_segment_0161.mat,0.0,1.0,0.0,36.0,0.2143078322553957,8.565418991363717e-14,1066546966.9603556,24422.99498280876,1606925.4010452826,1650730.79122306,1719870.7464563928,8993064.858414875,20396639.038830616,62114857.98228959
Patient_7/Patient_7_interictal_segment_2367.mat,0.0,0.0,0.0,36.0,0.2795489976502956,2.1326640206906528e-13,229964222.14454097,9939.007349488784,380474.13493043673,426675.9343859915,513233.84238599095,4631257.151586949,12353682.899359882,22108492.190564748
Patient_8/Patient_8_interictal_segment_1070.mat,0.0,0.0,0.0,16.0,0.1618695433923646,2.6634552341420203e-13,47560760.88177626,5927.670377895576,198733.4210922571,188693.8703672572,183587.20419225714,701883.0158651569,1322046.5300225664,3608845.4002620624
Patient_2/Patient_2_interictal_segment_0384.mat,0.0,0.0,0.0,16.0,0.9427544356851691,-4.96584107168019e-13,73208306570.48602,146231.89631002708,6944603.214272972,6814208.610647971,6720197.205972972,29213986.00130337,61802817.44160474,175550938.58648178
Patient_6/Patient_6_ictal_segment_0091.mat,0.0,1.0,0.0,30.0,0.15905679199497494,-1.2433398903037116e-13,130995865.00571711,10178.37770417285,675404.645102732,678936.1921293985,667583.9008493986,2916232.41354896,6120104.012707319,14314507.684751796
Patient_6/Patient_6_interictal_segment_1747.mat,0.0,0.0,0.0,30.0,0.2818382582802134,-5.140918801771478e-14,50017880.87770398,6225.793316209903,190271.51944364773,204070.51825698093,220989.55520364761,845945.6975497486,1831112.08751648,5302078.7567669805
Dog_4/Dog_4_interictal_segment_1452.mat,1.0,0.0,0.0,16.0,-0.05759957297144697,1.8082757513582243e-15,811899.0988286419,1182.840370065789,44796.30690156249,52427.05346406251,56049.25440156251,235680.15824453122,461104.97464062524,916382.4226054684
Patient_7/Patient_7_interictal_segment_1811.mat,0.0,0.0,0.0,36.0,0.1414464682456578,4.4508649605429827e-13,327445481.68813014,13687.055487700869,617137.6566458797,639889.4903347685,613346.8984125465,2626930.531256461,6554710.434081042,18787367.60887846
Patient_2/Patient_2_interictal_segment_2169.mat,0.0,0.0,0.0,16.0,0.253880452719355,1.5133991837501525e-13,232136.8464274877,741.6023803410764,41532.791414859676,41035.871939859775,37222.95646485983,164735.84487936972,375957.6482486006,1359322.5691461435
